Scrap_date;Scrap_time;Country_from;Country_to;Flight_id;Flight_date;Airline;Change;Price;Depart_hour;Depart_from;Arrival_hour;Arrive_to
04/19;Ryanair;1;5.76;11:25;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;22/06/19;Ryanair;1;14.60;40 Co;enhagen CPH;16:55;Copenhagen CPH FR7382
2019-04-23;12:44;Denmark;Denmark;2;22/06/19;Ryanair;1;14.99;08:40;Copenhagen CPH;21:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;28/06/19;Ryanair;1;14.60;40 Co;enhagen CPH;21:40;Billund BLL FR1704
2019-04-23;12:44;Denmark;Denmark;2;15/06/19;Ryanair;1;14.99;20:30;Berlin SXFBerlin (Schonefeld) SXF;09:45;Berlin SXFBerlin (Schonefeld) SXF U24554
2019-04-23;12:44;Denmark;Denmark;2;15/06/19;Ryanair;1;12.86;20 Bi;lund BLL;21:40;Billund BLL FR1704
2019-04-23;12:44;Denmark;Denmark;2;21/06/19;Ryanair;1;25.88;19:00;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;08/05/19;easyJet;1;9.52;16:50;Copenhagen CPH;21:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;08/05/19;easyJet;1;20.68;20:30;Berlin SXFBerlin (Schonefeld) SXF;17:55;Berlin SXFBerlin (Schonefeld) SXF U24556
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;1.40;10:20;Billund BLL;21:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;18.15;20 Bi;lund BLL;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;1.40;10:20;Billund BLL;21:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;easyJet;1;18.15;50 Co;enhagen CPH;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;2;08/06/19;easyJet;1;9.52;20:30;Berlin SXFBerlin (Schonefeld) SXF;17:55;Berlin SXFBerlin (Schonefeld) SXF U24556
2019-04-23;12:44;Denmark;Denmark;2;08/06/19;easyJet;1;20.68;20 Bi;lund BLL;21:40;Billund BLL FR1704
2019-04-23;12:44;Denmark;Denmark;2;12/06/19;Ryanair;1;12.86;19:00;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;08/06/19;Ryanair;1;17.29;08:40;Copenhagen CPH;21:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;08/06/19;Ryanair;1;23.47;20:30;Berlin SXFBerlin (Schonefeld) SXF;09:45;Berlin SXFBerlin (Schonefeld) SXF U24554
2019-04-23;12:44;Denmark;Denmark;2;13/06/19;Ryanair;1;14.99;12:55;Aarhus AAR;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;04/06/19;easyJet;1;9.52;30 Co;enhagen CPH;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;04/06/19;easyJet;1;20.68;07:30;Copenhagen CPH;11:45;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;08/06/19;Ryanair;1;9.78;55 Aa;hus AAR;11:45;Aarhus AAR U25677
2019-04-23;12:44;Denmark;Denmark;2;18/05/19;Ryanair;1;9.99;19:40;Berlin TXLBerlin (Tegel) TXL;14:10;Berlin TXLBerlin (Tegel) TXL U25678
2019-04-23;12:44;Denmark;Denmark;2;18/05/19;Ryanair;1;12.86;15 Co;enhagen CPH;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;Ryanair;1;20.70;11:25;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;02/05/19;Ryanair;1;14.60;07:30;Copenhagen CPH;11:55;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;02/05/19;Ryanair;1;20.70;10:45;Berlin TXLBerlin (Tegel) TXL;08:45;Berlin TXLBerlin (Tegel) TXL U25680
2019-04-23;12:44;Denmark;Denmark;2;10/05/19;easyJet;1;10.19;07:30;Copenhagen CPH;11:55;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;Ryanair;1;9.99;55 Aa;borg AAL;11:55;Copenhagen CPH U25683
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;Ryanair;1;12.86;10:55;Aalborg AAL;21:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;Ryanair;1;17.29;15 Co;enhagen CPH;21:50;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;easyJet;1;10.19;12:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;Ryanair;1;9.99;15 Aa;borg AAL;15:10;Aalborg AAL FR1251
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;Ryanair;1;12.86;14:00;London STNLondon (Stansted) STN;12:00;London STNLondon (Stansted) STN FR1252
2019-04-23;12:44;Denmark;Denmark;2;16/05/19;Ryanair;1;17.29;07:15;Copenhagen CPH;15:10;Aalborg AAL
2019-04-23;12:44;Denmark;Denmark;2;16/05/19;Ryanair;1;12.86;12:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;17.29;11:15;Aalborg AAL;21:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;16/05/19;easyJet;1;10.19;15 Co;enhagen CPH;21:50;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;2;16/05/19;Ryanair;1;9.99;07:15;Copenhagen CPH;15:10;Aalborg AAL
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;12.86;55 Aa;hus AAR;15:10;Aalborg AAL FR1251
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;Ryanair;1;17.29;19:40;Berlin TXLBerlin (Tegel) TXL;14:10;Berlin TXLBerlin (Tegel) TXL U25678
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;10.19;15 Co;enhagen CPH;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;20/05/19;Ryanair;1;9.99;11:30;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;10.19;12:55;Aarhus AAR;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;Ryanair;1;9.99;19:40;Berlin TXLBerlin (Tegel) TXL;14:10;Berlin TXLBerlin (Tegel) TXL U25678
2019-04-23;12:44;Denmark;Denmark;2;20/05/19;Ryanair;1;12.86;07:15;Copenhagen CPH;14:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;28/05/19;Ryanair;1;17.29;55 Aa;hus AAR;14:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;2;28/05/19;easyJet;1;10.19;12:55;Aarhus AAR;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;05/06/19;Ryanair;1;9.99;15 Co;enhagen CPH;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;11/05/19;Ryanair;1;12.86;11:25;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;2;11/05/19;Ryanair;1;17.29;25 Aa;hus AAR;14:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;2;16/05/19;Ryanair;1;12.86;19:35;London STNLondon (Stansted) STN;15:05;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;Ryanair;1;17.29;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;easyJet;1;10.19;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;Ryanair;1;9.99;17:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;08/05/19;Ryanair;1;12.86;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;2;08/05/19;Ryanair;1;17.29;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;13/05/19;easyJet;1;10.19;30 Aa;hus AAR;17:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;Ryanair;1;9.99;19:35;London STNLondon (Stansted) STN;15:10;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;2;23/05/19;easyJet;1;1.40;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;easyJet;1;20.68;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;easyJet;1;10.19;17:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;easyJet;1;18.15;19:35;London STNLondon (Stansted) STN;18:10;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;easyJet;1;1.40;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;easyJet;1;18.15;30 Aa;hus AAR;17:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;19.56;14:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;Ryanair;1;11.53;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;2;13/05/19;easyJet;0;9.52;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;easyJet;1;16.13;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;easyJet;1;9.52;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;22/05/19;easyJet;1;16.13;17:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;Ryanair;0;14.60;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;2;14/05/19;Ryanair;1;25.88;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;14/05/19;Ryanair;1;14.60;30 Aa;hus AAR;17:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;2;20/05/19;Ryanair;1;14.99;19:35;London STNLondon (Stansted) STN;15:10;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;Ryanair;1;14.60;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;2;15/05/19;Ryanair;1;25.88;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;2;20/05/19;Ryanair;1;14.60;14:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;14.99;25 Co;enhagen CPH;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;14.60;12:25;Copenhagen CPH;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;27/05/19;Ryanair;1;25.88;30 Co;enhagen CPH;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;13/05/19;Ryanair;0;14.60;10:45;Berlin TXLBerlin (Tegel) TXL;08:45;Berlin TXLBerlin (Tegel) TXL U25680
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;Ryanair;1;14.99;07:30;Copenhagen CPH;11:55;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;21/05/19;easyJet;1;1.40;10:45;Berlin TXLBerlin (Tegel) TXL;08:45;Berlin TXLBerlin (Tegel) TXL U25680
2019-04-23;12:44;Denmark;Denmark;2;08/05/19;easyJet;1;20.68;12:25;Copenhagen CPH;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;2;13/05/19;Ryanair;0;14.60;20 Bi;lund BLL;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;2;06/05/19;Ryanair;0;14.99;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;3;14/05/19;easyJet;1;1.40;14:30;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;14/05/19;easyJet;1;20.68;19:35;London STNLondon (Stansted) STN;15:10;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;3;10/05/19;Ryanair;1;14.60;10:20;Billund BLL;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;Ryanair;1;14.99;35 Aa;hus AAR;17:05;Aarhus AAR FR712
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;easyJet;1;1.40;14:35;Aarhus AAR;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;10/05/19;easyJet;1;20.68;30 Aa;hus AAR;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;Ryanair;1;14.60;19:35;London STNLondon (Stansted) STN;15:10;London STNLondon (Stansted) STN FR713
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;Ryanair;1;14.99;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;3;17/05/19;Ryanair;1;14.60;14:25;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;20.76;07:15;Copenhagen CPH;17:05;Aarhus AAR
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;17.81;14:25;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;17/05/19;Ryanair;1;17.29;12:55;Aarhus AAR;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;14.60;35 Bi;lund BLL;20:50;Copenhagen CPH U25687
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;20.76;09:35;Billund BLL;19:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;17/05/19;Ryanair;1;17.81;00 Co;enhagen CPH;19:45;Copenhagen CPH FR2990
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;17.29;40 Co;enhagen CPH;23:40;Billund BLL DY3036
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;14.60;08:40;Copenhagen CPH;20:20;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;03/05/19;Ryanair;1;20.76;40 Co;enhagen CPH;20:20;Copenhagen CPH FR301
2019-04-23;12:44;Denmark;Denmark;3;08/05/19;Ryanair;1;17.81;15:15;Berlin SXFBerlin (Schonefeld) SXF;09:45;Berlin SXFBerlin (Schonefeld) SXF U24554
2019-04-23;12:44;Denmark;Denmark;3;08/05/19;Ryanair;1;17.29;40 Co;enhagen CPH;16:20;Copenhagen CPH U24555
2019-04-23;12:44;Denmark;Denmark;3;03/05/19;Ryanair;1;14.60;18:45;Brussels CRLBrussels (Charleroi) CRL;10:20;Brussels CRLBrussels (Charleroi) CRL FR200
2019-04-23;12:44;Denmark;Denmark;3;08/05/19;Ryanair;1;20.76;08:40;Copenhagen CPH;21:05;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;08/05/19;Ryanair;1;17.81;20:00;Berlin SXFBerlin (Schonefeld) SXF;09:45;Berlin SXFBerlin (Schonefeld) SXF U24554
2019-04-23;12:44;Denmark;Denmark;3;17/05/19;Ryanair;1;17.29;07:15;Copenhagen CPH;15:10;Aalborg AAL
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;14.60;15 Aa;borg AAL;15:10;Aalborg AAL FR1251
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;20.76;10:15;Aalborg AAL;21:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;11/01/20;Ryanair;1;17.81;15 Co;enhagen CPH;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;3;18/01/20;Ryanair;1;17.29;12:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;18/01/20;Ryanair;1;17.81;15 Aa;borg AAL;15:10;Aalborg AAL FR1251
2019-04-23;12:44;Denmark;Denmark;3;18/01/20;Ryanair;1;17.29;14:20;London STNLondon (Stansted) STN;11:00;London STNLondon (Stansted) STN FR1252
2019-04-23;12:44;Denmark;Denmark;3;25/01/20;Ryanair;1;14.60;10:20;Billund BLL;16:55;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;25/01/20;Ryanair;1;20.76;14:10;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;17.81;16:50;Copenhagen CPH;21:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;17.29;20 Bi;lund BLL;21:40;Billund BLL FR1704
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;14.60;10:20;Billund BLL;21:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;20.76;50 Co;enhagen CPH;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;17.81;20:30;Berlin SXFBerlin (Schonefeld) SXF;17:55;Berlin SXFBerlin (Schonefeld) SXF U24556
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;17.29;15 Co;enhagen CPH;21:40;Billund BLL FR1704
2019-04-23;12:44;Denmark;Denmark;3;21/05/19;Ryanair;1;14.60;11:25;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;20.76;12:55;Aarhus AAR;20:50;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;easyJet;1;8.16;19:40;Berlin TXLBerlin (Tegel) TXL;14:10;Berlin TXLBerlin (Tegel) TXL U25678
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;easyJet;1;18.15;11:15;Aalborg AAL;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;easyJet;1;9.52;20 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;easyJet;1;16.13;10:20;Billund BLL;15:10;Aalborg AAL
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;easyJet;1;9.52;30 Co;enhagen CPH;15:10;Aalborg AAL FR1251
2019-04-23;12:44;Denmark;Denmark;3;18/05/19;easyJet;1;16.13;10:45;Berlin TXLBerlin (Tegel) TXL;08:45;Berlin TXLBerlin (Tegel) TXL U25680
2019-04-23;12:44;Denmark;Denmark;3;18/05/19;easyJet;1;8.16;30 Co;enhagen CPH;11:55;Copenhagen CPH U25683
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;easyJet;1;18.15;19:40;Berlin TXLBerlin (Tegel) TXL;08:45;Berlin TXLBerlin (Tegel) TXL U25680
2019-04-23;12:44;Denmark;Denmark;3;18/05/19;Ryanair;1;23.47;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;18/05/19;Ryanair;1;17.29;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;14/05/19;Ryanair;1;12.86;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;17.29;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;23.47;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;Ryanair;1;17.29;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;12.86;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;17.29;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;23/05/19;Ryanair;1;12.86;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;17.29;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;23.47;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;15/05/19;Ryanair;1;17.29;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;17.81;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;22/05/19;Ryanair;1;14.99;15 Co;enhagen CPH;07:35;Copenhagen CPH DY3033
2019-04-23;12:44;Denmark;Denmark;3;12/06/19;easyJet;1;1.40;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;20/06/19;easyJet;1;18.15;17:20;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;20/06/19;Ryanair;1;23.47;19:35;London STNLondon (Stansted) STN;18:20;London STNLondon (Stansted) STN FR7381
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;4.99;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;04/06/19;norwegian;1;43.10;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;04/06/19;Ryanair;1;9.78;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;9.99;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;04/06/19;easyJet;1;14.93;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;04/06/19;easyJet;1;18.15;19:35;London STNLondon (Stansted) STN;08:15;London STNLondon (Stansted) STN FR7383
2019-04-23;12:44;Denmark;Denmark;3;23/05/19;Ryanair;1;9.78;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;Ryanair;1;9.99;17:30;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;easyJet;1;14.93;19:35;London STNLondon (Stansted) STN;18:25;London STNLondon (Stansted) STN FR7381
2019-04-23;12:44;Denmark;Denmark;3;06/05/19;easyJet;1;18.15;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;33.08;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;11.53;30 Co;enhagen CPH;07:35;Copenhagen CPH DY3033
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;9.78;19:35;London STNLondon (Stansted) STN;18:25;London STNLondon (Stansted) STN FR7381
2019-04-23;12:44;Denmark;Denmark;3;20/05/19;Ryanair;0;17.29;17:20;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;33.08;55 Bi;lund BLL;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;11.53;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;20/05/19;Ryanair;1;9.78;06:55;Billund BLL;07:35;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;06/05/19;Ryanair;0;17.29;07:15;Copenhagen CPH;22:10;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;12.86;00 Co;enhagen CPH;22:10;Billund BLL FR5178
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;Ryanair;1;17.29;23:00;Copenhagen CPH;23:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;13/05/19;easyJet;1;12.90;10:20;Billund BLL;21:45;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;20/05/19;Ryanair;1;9.99;00 Co;enhagen CPH;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;3;20/05/19;Ryanair;1;12.86;23:00;Copenhagen CPH;23:40;Billund BLL
2019-04-23;12:44;Denmark;Denmark;3;20/05/19;Ryanair;1;17.29;10:20;Billund BLL;16:55;Copenhagen CPH
2019-04-23;12:44;Denmark;Denmark;3;27/05/19;easyJet;0;12.90;00 Co;enhagen CPH;16:55;Copenhagen CPH FR7382
2019-04-23;12:44;Denmark;Denmark;4;20/05/19;Ryanair;0;9.99;20 Bi;lund BLL;23:40;Billund BLL DY3036
2019-04-23;12:44;Denmark;Denmark;4;27/05/19;Ryanair;1;19.56;19:00;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Denmark;4;27/05/19;Ryanair;1;11.53;00 Co;enhagen CPH;21:45;Copenhagen CPH FR7386
2019-04-23;12:44;Denmark;Denmark;4;27/05/19;easyJet;1;1.40;20 Bi;lund BLL;23:40;Billund BLL DY3036
2019-04-23;12:44;Denmark;Denmark;4;03/06/19;easyJet;0;20.68;14:10;London STNLondon (Stansted) STN;10:55;London STNLondon (Stansted) STN FR5173
2019-04-23;12:44;Denmark;Egypt;1;27/01/20;Pegasus;1;52.00;14:55;Copenhagen CPH;00:35;Hurghada HRG
2019-04-23;12:44;Denmark;Egypt;1;27/01/20;Pegasus;1;63.00;22:50;Istanbul SAWIstanbul (Sabiha Gokcen) SAW;20:10;Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC1074
2019-04-23;12:44;Denmark;Egypt;1;31/01/20;Pegasus;1;86.00;02:55;Hurghada HRG;10:00;Copenhagen CPH
2019-04-23;12:44;Denmark;Egypt;1;27/01/20;Pegasus;1;35.00;55 Co;enhagen CPH;10:00;Copenhagen CPH PC1071
2019-04-23;12:44;Denmark;Egypt;1;27/01/20;Pegasus;1;52.00;14:55;Copenhagen CPH;00:35;Hurghada HRG
2019-04-23;12:44;Denmark;Egypt;1;03/02/20;Pegasus;1;63.00;55 Hu;ghada HRG;00:35;Hurghada HRG PC620
