Data; Przewoznik; Czy_przesiadka; Cena; Godzina_odlotu; Kraj_odlotu; Miejsce_odlotu; Godzina_przylotu; Miejsce_przylotu
21/05/19; Ryanair; 0; 12.99; 12:00; Germany; Frankfurt HHNFrankfurt (Hahn) HHN; 14:25; Lamezia Te SUF
28/05/19; Ryanair; 0; 12.99; 09:10; Germany; Lamezia Te SUF; 11:35; Frankfurt HHNFrankfurt (Hahn) HHN
16/05/19; Ryanair; 0; 12.99; 20:50; Germany; Dusseldorf NRNDusseldorf (Weeze) NRN; 23:10; Cagliari CAG
23/05/19; Ryanair; 0; 12.99; 18:05; Germany; Cagliari CAG; 20:25; Dusseldorf NRNDusseldorf (Weeze) NRN
07/05/19; Ryanair; 0; 12.99; 12:50; Germany; Karlsruhe FKBKarlsruhe-Baden Baden FKB; 14:20; Zadar ZAD
14/05/19; Ryanair; 0; 12.99; 14:45; Germany; Zadar ZAD; 16:20; Karlsruhe FKBKarlsruhe-Baden Baden FKB
20/05/19; Ryanair; 0; 12.99; 19:05; Germany; Dusseldorf NRNDusseldorf (Weeze) NRN; 20:55; Ancona AOI
24/05/19; Ryanair; 0; 12.99; 15:20; Germany; Ancona AOI; 17:15; Dusseldorf NRNDusseldorf (Weeze) NRN
15/05/19; Ryanair; 0; 12.99; 18:05; Germany; Berlin SXFBerlin (Schonefeld) SXF; 19:55; Pisa PSA
22/05/19; Ryanair; 0; 12.99; 15:45; Germany; Pisa PSA; 17:40; Berlin SXFBerlin (Schonefeld) SXF
15/05/19; Ryanair; 0; 12.99; 07:50; Germany; Karlsruhe FKBKarlsruhe-Baden Baden FKB; 09:55; Lamezia Te SUF
22/05/19; Ryanair; 0; 12.99; 10:20; Germany; Lamezia Te SUF; 12:35; Karlsruhe FKBKarlsruhe-Baden Baden FKB
14/05/19; Ryanair; 0; 12.99; 06:30; Germany; Karlsruhe FKBKarlsruhe-Baden Baden FKB; 08:50; Malta MLA
21/05/19; Ryanair; 0; 12.99; 09:15; Germany; Malta MLA; 12:00; Karlsruhe FKBKarlsruhe-Baden Baden FKB
08/05/19; Ryanair; 0; 12.99; 18:30; Germany; Nuernberg NUE; 20:25; Bari BRI
15/05/19; Ryanair; 0; 12.99; 20:50; Germany; Bari BRI; 22:45; Nuernberg NUE
15/05/19; Ryanair; 0; 12.99; 06:40; Germany; Frankfurt HHNFrankfurt (Hahn) HHN; 09:00; Trapani TPS
22/05/19; Ryanair; 0; 12.99; 09:25; Germany; Trapani TPS; 11:50; Frankfurt HHNFrankfurt (Hahn) HHN
22/05/19; Ryanair; 0; 12.99; 17:00; Germany; Dusseldorf NRNDusseldorf (Weeze) NRN; 19:35; Palermo PMO
29/05/19; Ryanair; 0; 12.99; 20:00; Germany; Palermo PMO; 22:40; Dusseldorf NRNDusseldorf (Weeze) NRN
17/05/19; Ryanair; 0; 12.99; 11:00; Germany; Berlin TXLBerlin (Tegel) TXL; 13:35; Lamezia Te SUF
24/05/19; Ryanair; 0; 12.99; 07:55; Germany; Lamezia Te SUF; 10:35; Berlin TXLBerlin (Tegel) TXL
09/05/19; Ryanair; 0; 12.99; 17:20; Germany; Dusseldorf NRNDusseldorf (Weeze) NRN; 19:40; Palma Mall PMI
14/05/19; Ryanair; 0; 12.99; 13:35; Germany; Palma Mall PMI; 16:00; Dusseldorf NRNDusseldorf (Weeze) NRN
19/06/19; Ryanair; 0; 12.99; 08:00; Germany; Berlin TXLBerlin (Tegel) TXL; 09:20; Krakow KRK
26/06/19; Ryanair; 0; 13.08; 06:00; Germany; Krakow KRK; 07:20; Berlin TXLBerlin (Tegel) TXL
23/05/19; Ryanair; 0; 12.99; 08:20; Germany; Hamburg HAM; 09:55; Krakow KRK
28/05/19; Ryanair; 0; 13.08; 06:20; Germany; Krakow KRK; 07:55; Hamburg HAM
24/05/19; Ryanair; 0; 12.99; 14:45; Germany; Nuernberg NUE; 16:15; Krakow KRK
31/05/19; Ryanair; 0; 13.08; 16:40; Germany; Krakow KRK; 18:05; Nuernberg NUE
14/05/19; Ryanair; 0; 9.99; 15:45; Germany; Dusseldorf NRNDusseldorf (Weeze) NRN; 16:25; Edinburgh EDI
22/05/19; Ryanair; 1; 11.55; 06:50; Edinburgh EDI; 17:05; Dusseldorf NRNDusseldorf (Weeze) NRN
22/05/19; Ryanair; 1; 5.77; 14:55; Germany; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
22/05/19; Ryanair; 1; 9.99; 07:05; Germany; Frankfurt FRA; 07:40; London STNLondon (Stansted) STN
29/05/19; Ryanair; 0; 17.33; 08:05; Germany; London STNLondon (Stansted) STN; 10:40; Frankfurt FRA
08/05/19; Ryanair; 0; 7.99; 16:25; Germany; Bremen BRE; 16:50; London STNLondon (Stansted) STN
16/05/19; Ryanair; 1; 15.02; 08:30; London STNLondon (Stansted) STN; 17:50; Bremen BRE
16/05/19; Ryanair; 1; 4.68; 16:15; Germany; Stockholm NYOStockholm (Skavsta) NYO; 11:45; Stockholm NYOStockholm (Skavsta) NYO FR52
27/06/19; Wizz Air; 1; 17.49; 11:50; Germany; Memmingen FMM; 13:20; Tuzla TZL
02/07/19; Wizz Air; 0; 10.22; 09:45; Germany; Tuzla TZL; 11:20; Memmingen FMM
29/04/19; Ryanair; 0; 9.99; 19:00; Germany; Cologne CGNCologne-Bonn CGN; 21:15; Palma Mall PMI
07/05/19; Ryanair; 0; 17.99; 08:50; Germany; Palma Mall PMI; 11:10; Cologne CGNCologne-Bonn CGN
24/04/19; Laudamotion; 0; 9.99; 10:20; Germany; Stuttgart STR; 11:50; Zadar ZAD
02/05/19; Laudamotion; 0; 17.99; 08:45; Germany; Zadar ZAD; 10:15; Stuttgart STR
21/05/19; Ryanair; 0; 12.99; 10:35; Germany; Hamburg HAM; 12:20; Venice TSFVenice (Treviso) TSF
26/05/19; Ryanair; 0; 14.99; 09:40; Germany; Venice TSFVenice (Treviso) TSF; 11:25; Hamburg HAM
30/04/19; Ryanair; 0; 12.99; 17:15; Germany; Memmingen FMM; 18:30; Edinburgh EDI
07/05/19; Ryanair; 0; 15.02; 13:35; Germany; Edinburgh EDI; 16:50; Memmingen FMM
09/05/19; Ryanair; 0; 12.99; 10:40; Germany; Berlin SXFBerlin (Schonefeld) SXF; 12:00; Belfast BFS
16/05/19; Ryanair; 0; 15.02; 06:55; Germany; Belfast BFS; 10:15; Berlin SXFBerlin (Schonefeld) SXF
22/05/19; Ryanair; 0; 12.99; 09:55; Germany; Berlin SXFBerlin (Schonefeld) SXF; 10:55; London STNLondon (Stansted) STN
29/05/19; Ryanair; 0; 15.02; 21:00; Germany; London STNLondon (Stansted) STN; 23:50; Berlin SXFBerlin (Schonefeld) SXF
26/06/19; Ryanair; 0; 12.99; 15:20; Germany; Dortmund DTM; 17:00; Krakow KRK
03/07/19; Ryanair; 0; 15.18; 13:10; Germany; Krakow KRK; 14:55; Dortmund DTM
29/04/19; Ryanair; 1; 7.99; 20:30; Berlin SXFBerlin (Schonefeld) SXF; 23:10; London STNLondon (Stansted) STN
29/04/19; Ryanair; 1; 5.22; 22:35; Germany; Billund BLL; 21:40; Billund BLL FR1704
07/05/19; Ryanair; 1; 15.02; 19:20; Germany; London STNLondon (Stansted) STN; 22:10; Berlin SXFBerlin (Schonefeld) SXF
01/05/19; Ryanair; 0; 12.99; 22:25; Germany; Berlin SXFBerlin (Schonefeld) SXF; 23:25; London STNLondon (Stansted) STN
05/05/19; Ryanair; 1; 5.77; 05:55; London STNLondon (Stansted) STN; 13:50; Berlin SXFBerlin (Schonefeld) SXF
05/05/19; Ryanair; 1; 9.78; 12:40; Germany; Billund BLL; 08:30; Billund BLL FR9769
29/04/19; Ryanair; 1; 7.99; 20:30; Germany; Berlin SXFBerlin (Schonefeld) SXF; 23:10; London STNLondon (Stansted) STN
05/05/19; Ryanair; 1; 5.22; 55 Lo; don STNLondon (Stansted) STN; 23:10; London STNLondon (Stansted) STN FR5179
05/05/19; Ryanair; 1; 5.77; 05:55; Germany; London STNLondon (Stansted) STN; 13:50; Berlin SXFBerlin (Schonefeld) SXF
05/06/19; Ryanair; 1; 9.78; 15 Do; Germany; tmund DTM; 13:50; Berlin SXFBerlin (Schonefeld) SXF FR1705
12/06/19; Wizz Air; 0; 14.99; 15 Ka; Germany; owice KTW; 18:45; Katowice KTW W61098
15/01/20; Wizz Air; 0; 13.78; 50 Br; Germany; men BRE; 07:55; Dortmund DTM W61091
19/01/20; Wizz Air; 0; 14.99; 45 Gd; Germany; nsk GDN; 18:15; Gdansk GDN W61670
11/06/19; Wizz Air; 0; 13.78; 45 Co; Germany; ogne CGNCologne-Bonn CGN; 20:15; Bremen BRE W61669
18/06/19; Wizz Air; 0; 14.99; 25 Ka; Germany; owice KTW; 19:20; Katowice KTW W61100
07/05/19; Wizz Air; 0; 13.78; 10 Fr; Germany; nkfurt FRA; 17:10; Cologne CGNCologne-Bonn CGN W61099
15/05/19; Ryanair; 0; 8.99; 45 Fa; Germany; o FAO; 17:20; Faro FAO FR4160
08/05/19; Ryanair; 0; 19.99; 10 Co; Germany; ogne CGNCologne-Bonn CGN; 21:50; Frankfurt FRA FR4170
15/05/19; Ryanair; 1; 9.99; 45 Br; stol BRS; 15:50; Bristol BRS FR1590
15/05/19; Ryanair; 1; 9.24; 06:45; Germany; Bristol BRS; 15:45; Cologne CGNCologne-Bonn CGN
18/05/19; Ryanair; 1; 9.99; 00 Be; Germany; lin TXLBerlin (Tegel) TXL; 15:45; Cologne CGNCologne-Bonn CGN FR1603
24/05/19; Ryanair; 0; 9.99; 50 Pu; Germany; a PUY; 07:35; Pula PUY FR50
13/05/19; easyJet; 0; 3.05; 20 St; Germany; ttgart STR; 15:40; Berlin TXLBerlin (Tegel) TXL U25828
17/05/19; Laudamotion; 0; 9.99; 45 Pa; Germany; ma Mall PMI; 17:20; Palma Mall PMI OE2480
14/05/19; easyJet; 0; 4.21; 50 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 09:05; Stuttgart STR U23501
19/05/19; easyJet; 0; 16.13; 00 Lu; Germany; embourg LUX; 15:20; Luxembourg LUX U24573
14/05/19; easyJet; 0; 1.68; 15 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 18:30; Berlin SXFBerlin (Schonefeld) SXF U24574
21/05/19; easyJet; 0; 11.59; 55 Ba; Germany; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 07:50; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U24631
18/05/19; easyJet; 0; 6.52; 00 Be; Germany; lin TXLBerlin (Tegel) TXL; 22:30; Berlin SXFBerlin (Schonefeld) SXF U24638
23/05/19; easyJet; 0; 16.13; 45 Gd; Germany; nsk GDN; 07:05; Gdansk GDN U25747
07/05/19; easyJet; 0; 2.34; 55 Be; Germany; lin TXLBerlin (Tegel) TXL; 18:00; Berlin TXLBerlin (Tegel) TXL U25748
14/05/19; easyJet; 0; 16.13; 40 Za; Germany; ar ZAD; 15:45; Zadar ZAD U25763
14/05/19; easyJet; 0; 3.05; 10 Be; Germany; lin TXLBerlin (Tegel) TXL; 18:25; Berlin TXLBerlin (Tegel) TXL U25764
22/05/19; Ryanair; 0; 12.99; 25 Al; Germany; cante ALC; 18:15; Alicante ALC FR257
01/05/19; easyJet; 0; 6.23; 30 Be; Germany; lin TXLBerlin (Tegel) TXL; 22:30; Berlin TXLBerlin (Tegel) TXL U25624
08/05/19; easyJet; 0; 18.15; 55 Aa; Germany; hus AAR; 11:45; Aarhus AAR U25677
22/05/19; easyJet; 0; 1.40; 15 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 14:10; Berlin TXLBerlin (Tegel) TXL U25678
27/05/19; easyJet; 0; 11.59; 55 Mi; Germany; an MXPMilan (Malpensa) MXP; 09:05; Milan MXPMilan (Malpensa) MXP U24673
17/10/19; easyJet; 0; 8.18; 05 St; Germany; ttgart STR; 22:40; Berlin SXFBerlin (Schonefeld) SXF U24676
25/10/19; easyJet; 0; 9.06; 15 Ve; Germany; ice VCEVenice (Marco Polo) VCE; 18:20; Venice VCEVenice (Marco Polo) VCE U23390
08/05/19; easyJet; 0; 10.71; 00 Be; Germany; lin TXLBerlin (Tegel) TXL; 16:35; Stuttgart STR U23389
15/05/19; Ryanair; 0; 12.99; 20 Pa; Germany; ma Mall PMI; 18:35; Palma Mall PMI FR263
07/05/19; easyJet; 0; 7.74; 15 Be; Germany; lin TXLBerlin (Tegel) TXL; 10:10; Berlin TXLBerlin (Tegel) TXL U25800
14/05/19; easyJet; 0; 16.13; 55 He; Germany; sinki HEL; 10:15; Helsinki HEL U25731
16/05/19; easyJet; 0; 6.23; 10 Ha; Germany; burg HAM; 22:00; Berlin TXLBerlin (Tegel) TXL U25734
21/05/19; easyJet; 0; 16.13; 10 Ba; Germany; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 22:35; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21028
16/05/19; easyJet; 0; 6.52; 00 Be; Germany; lin TXLBerlin (Tegel) TXL; 20:40; Hamburg HAM U21027
20/05/19; easyJet; 0; 16.13; 00 Ba; Germany; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 18:35; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U24637
15/05/19; easyJet; 1; 6.52; 55 Be; lin SXFBerlin (Schonefeld) SXF; 20:35; Berlin TXLBerlin (Tegel) TXL U24640
15/05/19; Ryanair; 1; 12.99; 09:55; Germany; Berlin SXFBerlin (Schonefeld) SXF; 21:10; Luxembourg LUX
19/05/19; Ryanair; 1; 8.10; 00 Lu; Germany; embourg LUX; 21:10; Luxembourg LUX FR2860
14/05/19; easyJet; 0; 1.68; 30 Be; Germany; lin TXLBerlin (Tegel) TXL; 18:30; Berlin SXFBerlin (Schonefeld) SXF U24574
21/05/19; easyJet; 0; 13.61; 50 Os; Germany; o OSLOslo (Gardermoen) OSL; 09:15; Oslo OSLOslo (Gardermoen) OSL U25777
15/09/19; easyJet; 0; 9.48; 10 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 11:35; Berlin TXLBerlin (Tegel) TXL U25778
21/09/19; easyJet; 0; 9.06; 50 Sa; Germany; zburg SZG; 20:30; Salzburg SZG U24795
07/05/19; easyJet; 0; 14.27; 25 Be; Germany; lin TXLBerlin (Tegel) TXL; 12:10; Berlin SXFBerlin (Schonefeld) SXF U24796
15/05/19; Ryanair; 0; 12.99; 00 Na; Germany; les NAP; 18:40; Naples NAP FR329
15/05/19; easyJet; 0; 10.71; 45 Be; Germany; lin TXLBerlin (Tegel) TXL; 19:20; Berlin TXLBerlin (Tegel) TXL U25758
22/05/19; easyJet; 0; 16.13; 25 Co; Germany; enhagen CPH; 11:55; Copenhagen CPH U25683
07/05/19; easyJet; 0; 8.16; 50 St; Germany; ttgart STR; 13:30; Berlin TXLBerlin (Tegel) TXL U25684
14/05/19; easyJet; 0; 9.06; 20 Mi; Germany; an MXPMilan (Malpensa) MXP; 19:55; Milan MXPMilan (Malpensa) MXP U22572
14/05/19; easyJet; 0; 15.25; 55 Be; Germany; lin TXLBerlin (Tegel) TXL; 18:20; Stuttgart STR U22571
22/05/19; easyJet; 0; 16.13; 00 Ve; Germany; ice VCEVenice (Marco Polo) VCE; 22:40; Venice VCEVenice (Marco Polo) VCE U24657
21/06/19; easyJet; 0; 8.18; 15 Be; Germany; lin TXLBerlin (Tegel) TXL; 08:40; Berlin TXLBerlin (Tegel) TXL U24654
29/06/19; easyJet; 0; 16.13; 55 Wa; Germany; saw WAW; 08:15; Warsaw WAW U25741
17/05/19; easyJet; 0; 9.34; 45 Ha; Germany; burg HAM; 10:05; Berlin TXLBerlin (Tegel) TXL U25742
22/05/19; easyJet; 0; 13.61; 50 Ge; Germany; eva GVA; 15:35; Geneva GVA U21458
16/05/19; easyJet; 0; 12.07; 40 Be; Germany; lin TXLBerlin (Tegel) TXL; 15:35; Hamburg HAM U21457
21/05/19; easyJet; 0; 20.68; 55 In; Germany; sbruck INN; 09:10; Innsbruck INN U25745
04/09/19; easyJet; 0; 5.18; 00 Dr; Germany; sden DRS; 14:25; Berlin TXLBerlin (Tegel) TXL U25746
11/09/19; easyJet; 0; 13.61; 10 Ba; Germany; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 21:20; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21204
07/05/19; easyJet; 1; 12.28; 30 Be; lin TXLBerlin (Tegel) TXL; 19:30; Dresden DRS U21203
07/05/19; easyJet; 1; 13.61; 07:30; Germany; Berlin TXLBerlin (Tegel) TXL; 19:20; Gdansk GDN
11/05/19; Wizz Air; 1; 10.34; 45 Gd; Germany; nsk GDN; 19:20; Gdansk GDN W61784
23/05/19; easyJet; 0; 2.34; 30 Be; Germany; lin TXLBerlin (Tegel) TXL; 09:00; Berlin TXLBerlin (Tegel) TXL U25748
30/05/19; easyJet; 0; 18.15; 15 Ge; Germany; ova GOA; 12:40; Genova GOA U25785
16/05/19; easyJet; 1; 8.18; 05 Be; lin TXLBerlin (Tegel) TXL; 15:25; Berlin TXLBerlin (Tegel) TXL U25786
16/05/19; Ryanair; 1; 9.99; 06:05; Germany; Berlin TXLBerlin (Tegel) TXL; 21:10; Copenhagen CPH
22/05/19; easyJet; 1; 8.18; 25 Co; Germany; enhagen CPH; 21:10; Copenhagen CPH U22655
24/09/19; easyJet; 0; 8.16; 35 Ha; Germany; burg HAM; 13:30; Berlin TXLBerlin (Tegel) TXL U25684
02/10/19; easyJet; 0; 9.06; 30 Ma; Germany; chester MAN; 16:15; Manchester MAN U21842
16/05/19; easyJet; 1; 17.52; 00 Be; lin TXLBerlin (Tegel) TXL; 15:05; Hamburg HAM U21841
16/05/19; easyJet; 1; 16.13; 15:00; Germany; Berlin TXLBerlin (Tegel) TXL; 19:50; Aarhus AAR
22/05/19; Ryanair; 1; 9.11; 55 Aa; Germany; hus AAR; 19:50; Aarhus AAR FR1690
15/05/19; easyJet; 0; 1.40; 55 Be; Germany; lin TXLBerlin (Tegel) TXL; 14:10; Berlin TXLBerlin (Tegel) TXL U25678
21/05/19; easyJet; 0; 18.15; 50 Go; Germany; eborg GOTGoteborg (Landvetter) GOT; 14:15; Goteborg GOTGoteborg (Landvetter) GOT U25721
08/05/19; easyJet; 0; 8.79; 05 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 16:10; Berlin TXLBerlin (Tegel) TXL U25722
13/05/19; easyJet; 0; 17.14; 35 Co; Germany; enhagen CPH; 08:10; Copenhagen CPH U24553
01/06/19; easyJet; 0; 10.19; 15 Be; Germany; lin TXLBerlin (Tegel) TXL; 22:40; Berlin SXFBerlin (Schonefeld) SXF U24558
05/06/19; easyJet; 0; 16.13; 15 Bu; Germany; apest BUD; 08:55; Budapest BUD U25651
15/05/19; easyJet; 1; 11.22; 15 Be; lin SXFBerlin (Schonefeld) SXF; 10:45; Berlin TXLBerlin (Tegel) TXL U25652
15/05/19; easyJet; 1; 11.59; 06:15; Germany; Berlin SXFBerlin (Schonefeld) SXF; 20:10; Budapest BUD
21/05/19; easyJet; 1; 6.52; 05 Bu; Germany; apest BUD; 20:10; Budapest BUD U21235
11/07/19; Wizz Air; 0; 9.34; 25 Be; Germany; lin TXLBerlin (Tegel) TXL; 21:35; Berlin SXFBerlin (Schonefeld) SXF W62315
16/07/19; easyJet; 0; 18.15; 00 Gr; Germany; z GRZ; 07:45; Graz GRZ U25727
18/10/19; easyJet; 0; 9.73; 00 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 18:25; Berlin TXLBerlin (Tegel) TXL U25728
25/10/19; easyJet; 0; 13.61; 55 Bo; Germany; deaux BOD; 17:30; Bordeaux BOD U24366
02/05/19; easyJet; 0; 14.39; 15 Ha; Germany; burg HAM; 14:25; Berlin SXFBerlin (Schonefeld) SXF U24365
07/05/19; easyJet; 0; 13.61; 30 Bo; Germany; deaux BOD; 17:25; Bordeaux BOD U21764
21/05/19; easyJet; 0; 14.39; 15 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 14:40; Hamburg HAM U21763
27/05/19; easyJet; 0; 11.59; 30 Ge; Germany; eva GVA; 11:10; Geneva GVA U21592
15/05/19; easyJet; 0; 16.50; 10 Be; Germany; lin TXLBerlin (Tegel) TXL; 11:15; Berlin SXFBerlin (Schonefeld) SXF U21591
20/05/19; easyJet; 0; 16.13; 00 St; Germany; ckholm ARNStockholm (Arlanda) ARN; 09:55; Stockholm ARNStockholm (Arlanda) ARN U25881
20/05/19; easyJet; 1; 12.14; 30 Be; lin TXLBerlin (Tegel) TXL; 11:40; Berlin TXLBerlin (Tegel) TXL U25882
20/05/19; easyJet; 1; 20.68; 06:30; Germany; Berlin TXLBerlin (Tegel) TXL; 19:25; Pula PUY
24/05/19; Ryanair; 1; 4.99; 50 Pu; Germany; a PUY; 19:25; Pula PUY FR4258
09/05/19; easyJet; 0; 3.05; 10 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 15:40; Berlin TXLBerlin (Tegel) TXL U25828
16/05/19; easyJet; 0; 13.61; 00 Ni; Germany; e NCE; 16:25; Nice NCE U24545
18/08/19; easyJet; 0; 15.24; 55 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 19:00; Berlin SXFBerlin (Schonefeld) SXF U24546
23/08/19; easyJet; 0; 20.68; 10 Tu; Germany; in TRN; 09:00; Turin TRN U24587
11/05/19; easyJet; 0; 8.18; 50 Do; Germany; tmund DTM; 16:05; Berlin SXFBerlin (Schonefeld) SXF U24588
15/05/19; easyJet; 0; 11.59; 35 Lo; Germany; don LTNLondon (Luton) LTN; 22:10; London LTNLondon (Luton) LTN U22176
09/09/19; easyJet; 0; 17.52; 40 Be; Germany; lin SXFBerlin (Schonefeld) SXF; 16:55; Dortmund DTM U22175
16/09/19; easyJet; 0; 11.59; 10 Li; Germany; erpool LPL; 22:50; Liverpool LPL U27224
27/04/19; Ryanair; 0; 4.01; 15:25; Greece; Mikonos JMK; 16:55; Paphos PFO
02/05/19; Ryanair; 0; 4.01; 15:25; Greece; Paphos PFO; 16:55; Mikonos JMK
03/05/19; Ryanair; 0; 3.99; 20:40; Greece; Kefalonia EFL; 22:05; London STNLondon (Stansted) STN
10/05/19; Ryanair; 0; 19.64; 14:50; Greece; London STNLondon (Stansted) STN; 20:15; Kefalonia EFL
21/05/19; Ryanair; 0; 12.99; 11:55; Greece; Kalamata KLX; 13:15; Milan BGYMilan (Bergamo) BGY
28/05/19; Ryanair; 0; 12.99; 08:10; Greece; Milan BGYMilan (Bergamo) BGY; 11:30; Kalamata KLX
14/05/19; Ryanair; 0; 12.99; 23:55; Greece; Corfu CFU; 00:40; Bologna BLQ
21/05/19; Ryanair; 0; 12.99; 20:45; Greece; Bologna BLQ; 23:30; Corfu CFU
07/05/19; Ryanair; 0; 14.99; 16:00; Greece; Athens ATH; 18:30; Billund BLL
14/05/19; Ryanair; 0; 14.60; 18:55; Greece; Billund BLL; 23:15; Athens ATH
08/05/19; Ryanair; 0; 14.99; 10:10; Greece; Kefalonia EFL; 11:55; Berlin TXLBerlin (Tegel) TXL
15/05/19; Ryanair; 0; 14.99; 06:00; Greece; Berlin TXLBerlin (Tegel) TXL; 09:45; Kefalonia EFL
06/05/19; Laudamotion; 0; 14.99; 15:00; Greece; Kalamata KLX; 16:00; Vienna VIE
13/05/19; Laudamotion; 0; 14.99; 11:15; Greece; Vienna VIE; 14:20; Kalamata KLX
15/05/19; Ryanair; 0; 14.99; 19:45; Greece; Corfu CFU; 21:10; Frankfurt FRA
21/05/19; Ryanair; 0; 14.99; 15:30; Greece; Frankfurt FRA; 18:50; Corfu CFU
12/06/19; Ryanair; 0; 14.99; 13:35; Greece; Athens ATH; 14:55; Sofia SOF
18/06/19; Ryanair; 0; 14.99; 11:15; Greece; Sofia SOF; 12:35; Athens ATH
07/05/19; Ryanair; 0; 14.99; 17:00; Greece; Kefalonia EFL; 18:10; Milan BGYMilan (Bergamo) BGY
14/05/19; Ryanair; 0; 14.99; 13:30; Greece; Milan BGYMilan (Bergamo) BGY; 16:35; Kefalonia EFL
29/05/19; Ryanair; 0; 12.99; 23:25; Greece; Thessaloni SKG; 00:25; Bologna BLQ
05/06/19; Ryanair; 0; 17.99; 20:05; Greece; Bologna BLQ; 23:00; Thessaloni SKG
29/04/19; Ryanair; 0; 12.99; 15:05; Greece; Thessaloni SKG; 15:50; Malta MLA
06/05/19; Ryanair; 0; 17.99; 11:55; Greece; Malta MLA; 14:40; Thessaloni SKG
07/05/19; Ryanair; 0; 4.99; 19:55; Greece; Kefalonia EFL; 21:35; Frankfurt FRA
14/05/19; Ryanair; 0; 26.10; 15:50; Greece; Frankfurt FRA; 19:30; Kefalonia EFL
17/05/19; Wizz Air; 0; 14.99; 21:30; Greece; Thessaloni SKG; 22:25; Vienna VIE
22/05/19; Wizz Air; 0; 17.49; 18:05; Greece; Vienna VIE; 20:55; Thessaloni SKG
14/05/19; Ryanair; 0; 14.99; 22:35; Greece; Thessaloni SKG; 23:15; Budapest BUD
18/05/19; Ryanair; 0; 17.80; 10:55; Greece; Budapest BUD; 13:35; Thessaloni SKG
23/07/19; Ryanair; 0; 16.99; 23:15; Greece; Athens ATH; 00:05; Santorini JTR
31/07/19; Ryanair; 0; 16.99; 00:35; Greece; Santorini JTR; 01:25; Athens ATH
17/07/19; Ryanair; 0; 16.99; 00:35; Greece; Santorini JTR; 01:25; Athens ATH
23/07/19; Ryanair; 0; 16.99; 23:15; Greece; Athens ATH; 00:05; Santorini JTR
29/05/19; Ryanair; 0; 14.99; 18:30; Greece; Thessaloni SKG; 20:00; Berlin SXFBerlin (Schonefeld) SXF
05/06/19; Ryanair; 0; 19.99; 20:25; Greece; Berlin SXFBerlin (Schonefeld) SXF; 23:55; Thessaloni SKG
07/06/19; Ryanair; 0; 24.99; 07:50; Greece; Thessaloni SKG; 09:05; Warsaw WMIWarsaw (Modlin) WMI
14/06/19; Ryanair; 0; 10.01; 09:30; Greece; Warsaw WMIWarsaw (Modlin) WMI; 12:45; Thessaloni SKG
18/05/19; Ryanair; 0; 17.99; 18:50; Greece; Athens ATH; 20:25; Lodz LCJ
25/05/19; Ryanair; 0; 17.75; 20:50; Greece; Lodz LCJ; 00:30; Athens ATH
28/05/19; Ryanair; 0; 12.99; 18:05; Greece; Thessaloni SKG; 19:45; Frankfurt HHNFrankfurt (Hahn) HHN
01/06/19; Ryanair; 0; 22.98; 17:55; Greece; Frankfurt HHNFrankfurt (Hahn) HHN; 21:30; Thessaloni SKG
16/06/19; Ryanair; 0; 17.99; 22:15; Greece; Kalamata KLX; 23:50; Sofia SOF
23/06/19; Ryanair; 0; 17.99; 20:20; Greece; Sofia SOF; 21:50; Kalamata KLX
13/05/19; Ryanair; 0; 17.99; 06:30; Greece; Athens ATH; 07:20; Palermo PMO
20/05/19; Ryanair; 0; 17.99; 07:45; Greece; Palermo PMO; 10:35; Athens ATH
15/05/19; Ryanair; 0; 17.99; 13:15; Greece; Thessaloni SKG; 15:05; Bremen BRE
22/05/19; Ryanair; 0; 17.99; 15:30; Greece; Bremen BRE; 19:20; Thessaloni SKG
09/05/19; Ryanair; 0; 17.99; 18:50; Greece; Thessaloni SKG; 21:00; Goteborg GOTGoteborg (Landvetter) GOT
13/05/19; Ryanair; 0; 19.69; 18:35; Greece; Goteborg GOTGoteborg (Landvetter) GOT; 22:45; Thessaloni SKG
29/05/19; Ryanair; 0; 17.99; 07:50; Greece; Thessaloni SKG; 08:55; Milan BGYMilan (Bergamo) BGY
05/06/19; Ryanair; 0; 19.99; 09:20; Greece; Milan BGYMilan (Bergamo) BGY; 12:25; Thessaloni SKG
